id,condition,trial,gamblep,gamblex,value,gambleid,gambletype,samplesize,confidence,samplesizecat
s21,description,7,0.2,16,3,1,$-bet,,5,--
s21,description,8,0.143,28,4,3,$-bet,,5,--
s21,description,9,0.8,4,3.2,4,p-bet,,5,--
s21,description,10,0.2,16,3.5,1,$-bet,,5,--
s21,description,11,0.833,2.4,2,5,p-bet,,5,--
s21,description,12,0.8,4,3.2,4,p-bet,,5,--
s21,description,13,0.167,12,1.5,2,$-bet,,5,--
s21,description,14,0.2,16,3.2,1,$-bet,,5,--
s21,description,15,0.857,4.7,3.5,6,p-bet,,5,--
s21,description,16,0.143,28,4,3,$-bet,,5,--
s21,description,17,0.167,12,2,2,$-bet,,5,--
s21,description,18,0.857,4.7,3.5,6,p-bet,,5,--
s22,experience,1,0.16666667,12,7,2,$-bet,6,4,xs
s22,experience,2,0.1428571,28,8,3,$-bet,21,4,m
s22,experience,3,0.8333333,2.4,2,5,p-bet,12,4,s
s22,experience,4,0.16666667,12,3,2,$-bet,6,4,xs
s22,experience,5,0.8571429,4.7,4,6,p-bet,7,4,xs
s22,experience,6,0.8,4,3,4,p-bet,5,4,xs
s22,experience,7,0.16666667,12,2,2,$-bet,18,4,m
s22,experience,9,0.8333333,2.4,2,5,p-bet,18,4,m
s22,experience,10,0.8333333,2.4,2,5,p-bet,18,4,m
s22,experience,12,0.8333333,2.4,2,5,p-bet,12,4,s
s22,experience,13,0.8,4,3,4,p-bet,10,4,s
s22,experience,14,0.2,16,2,1,$-bet,30,4,l
s22,experience,15,0.8,4,3,4,p-bet,15,4,m
s22,experience,16,0.1428571,28,5,3,$-bet,7,4,xs
s22,experience,17,0.8,4,2,4,p-bet,5,4,xs
s22,experience,18,0.8,4,3,4,p-bet,10,4,s
s22,experience,19,0.2,16,2,1,$-bet,15,4,m
s22,experience,20,0.2,16,2,1,$-bet,5,4,xs
s22,experience,21,0.8333333,2.4,2,5,p-bet,6,4,xs
s22,experience,22,0.2,16,5,1,$-bet,30,4,l
s22,experience,23,0.8571429,4.7,3,6,p-bet,14,4,s
s22,experience,24,0.8571429,4.7,3,6,p-bet,21,4,m
s22,experience,25,0.1428571,28,5,3,$-bet,21,4,m
s22,experience,26,0.16666667,12,2,2,$-bet,6,4,xs
s22,experience,27,0.16666667,12,2,2,$-bet,12,4,s
s22,experience,29,0.8571429,4.7,4,6,p-bet,42,4,l
s22,experience,30,0.2,16,5,1,$-bet,10,5,s
s22,experience,31,0.2,16,3,1,$-bet,15,4,m
s22,experience,32,0.16666667,12,2,2,$-bet,12,5,s
s22,experience,33,0.8571429,4.7,4,6,p-bet,42,4,l
s22,experience,34,0.8,4,2.5,4,p-bet,30,4,l
s22,experience,35,0.8571429,4.7,3.5,6,p-bet,7,4,xs
s22,experience,36,0.8571429,4.7,4,6,p-bet,42,5,l
s22,experience,38,0.2,16,5,1,$-bet,30,4,l
s22,experience,39,0.8333333,2.4,2,5,p-bet,36,5,l
s22,experience,40,0.8333333,2.4,2,5,p-bet,6,5,xs
s22,experience,41,0.16666667,12,4,2,$-bet,36,5,l
s22,experience,42,0.8571429,4.7,4,6,p-bet,14,5,s
s22,experience,43,0.8333333,2.4,2,5,p-bet,12,5,s
s22,experience,45,0.8571429,4.7,4,6,p-bet,21,5,m
s22,experience,46,0.16666667,12,3,2,$-bet,12,5,s
s22,experience,47,0.8333333,2.4,2,5,p-bet,36,5,l
s22,experience,48,0.1428571,28,5,3,$-bet,7,5,xs
s22,experience,50,0.16666667,12,3,2,$-bet,18,5,m
s22,experience,52,0.1428571,28,5,3,$-bet,42,5,l
s22,experience,53,0.8,4,3,4,p-bet,5,5,xs
s22,experience,54,0.8571429,4.7,4,6,p-bet,21,5,m
s22,experience,55,0.1428571,28,5,3,$-bet,14,5,s
s22,experience,57,0.8333333,2.4,2,5,p-bet,18,5,m
s22,experience,58,0.1428571,28,5,3,$-bet,42,5,l
s22,experience,59,0.2,16,4,1,$-bet,10,5,s
s22,experience,61,0.1428571,28,5,3,$-bet,21,5,m
s22,experience,63,0.8333333,2.4,2,5,p-bet,36,5,l
s22,experience,64,0.2,16,5,1,$-bet,10,5,s
s22,experience,65,0.1428571,28,5,3,$-bet,7,5,xs
s22,experience,66,0.2,16,4,1,$-bet,5,5,xs
s22,experience,68,0.16666667,12,4,2,$-bet,36,5,l
s22,experience,69,0.8,4,3,4,p-bet,15,5,m
s22,experience,70,0.16666667,12,5,2,$-bet,18,5,m
s22,experience,72,0.8,4,3,4,p-bet,30,5,l
s22,experience,73,0.1428571,28,10,3,$-bet,14,5,s
s22,experience,74,0.8333333,2.4,2,5,p-bet,6,5,xs
s22,experience,75,0.8,4,3,4,p-bet,30,5,l
s22,experience,76,0.1428571,28,10,3,$-bet,14,5,s
s22,experience,80,0.2,16,5,1,$-bet,5,5,xs
s22,experience,82,0.8571429,4.7,3,6,p-bet,7,5,xs
s22,experience,83,0.8,4,3,4,p-bet,10,5,s
s22,experience,84,0.8,4,3,4,p-bet,15,5,m
s22,experience,85,0.2,16,10,1,$-bet,15,5,m
s22,experience,88,0.1428571,28,10,3,$-bet,42,5,l
s22,experience,89,0.16666667,12,5,2,$-bet,36,5,l
s22,experience,90,0.8571429,4.7,4,6,p-bet,14,5,s
s22,description,1,0.143,28,10,3,$-bet,,5,--
s22,description,2,0.167,12,4,2,$-bet,,4,--
s22,description,3,0.8,4,2,4,p-bet,,5,--
s22,description,4,0.857,4.7,4,6,p-bet,,4,--
s22,description,5,0.143,28,10,3,$-bet,,4,--
s22,description,6,0.857,4.7,4,6,p-bet,,4,--
s22,description,7,0.167,12,4,2,$-bet,,4,--
s22,description,8,0.2,16,7,1,$-bet,,4,--
s22,description,9,0.833,2.4,2,5,p-bet,,4,--
s22,description,10,0.833,2.4,2,5,p-bet,,4,--
s22,description,11,0.2,16,7,1,$-bet,,4,--
s22,description,12,0.857,4.7,4,6,p-bet,,4,--
s22,description,13,0.167,12,4,2,$-bet,,4,--
s22,description,14,0.8,4,3,4,p-bet,,4,--
s22,description,15,0.833,2.4,2,5,p-bet,,4,--
s22,description,16,0.8,4,3,4,p-bet,,4,--
s22,description,17,0.2,16,7,1,$-bet,,4,--
s22,description,18,0.143,28,10,3,$-bet,,4,--
s23,experience,1,0.2,16,9,1,$-bet,10,3,s
s23,experience,2,0.8333333,2.4,1,5,p-bet,6,3,xs
s23,experience,4,0.8333333,2.4,1.9,5,p-bet,6,4,xs
s23,experience,5,0.8571429,4.7,2,6,p-bet,7,4,xs
s23,experience,6,0.1428571,28,10,3,$-bet,42,3,l
s23,experience,7,0.8571429,4.7,4,6,p-bet,42,4,l
s23,experience,9,0.8333333,2.4,2,5,p-bet,36,3,l
s23,experience,10,0.16666667,12,3,2,$-bet,36,5,l
s23,experience,11,0.16666667,12,3.5,2,$-bet,18,4,m
s23,experience,12,0.8,4,3,4,p-bet,5,4,xs
s23,experience,13,0.2,16,4,1,$-bet,15,4,m
s23,experience,14,0.8,4,3,4,p-bet,5,4,xs
s23,experience,15,0.8571429,4.7,3.1,6,p-bet,14,3,s
s23,experience,16,0.1428571,28,7.3,3,$-bet,21,4,m
s23,experience,17,0.8333333,2.4,2,5,p-bet,12,3,s
s23,experience,19,0.8,4,2.9,4,p-bet,15,3,m
s23,experience,20,0.16666667,12,3.5,2,$-bet,18,2,m
s23,experience,21,0.1428571,28,7.1,3,$-bet,14,2,s
s23,experience,22,0.2,16,4,1,$-bet,5,1,xs
s23,experience,23,0.8333333,2.4,1.8,5,p-bet,12,3,s
s23,experience,24,0.8571429,4.7,3.4,6,p-bet,21,3,m
s23,experience,25,0.8571429,4.7,3.5,6,p-bet,21,3,m
s23,experience,26,0.8333333,2.4,1.8,5,p-bet,36,4,l
s23,experience,27,0.8,4,3,4,p-bet,30,4,l
s23,experience,28,0.2,16,4.5,1,$-bet,10,3,s
s23,experience,29,0.2,16,3,1,$-bet,15,2,m
s23,experience,31,0.16666667,12,3.6,2,$-bet,36,4,l
s23,experience,32,0.2,16,3.8,1,$-bet,5,4,xs
s23,experience,33,0.16666667,12,3,2,$-bet,12,3,s
s23,experience,34,0.8,4,2,4,p-bet,10,4,s
s23,experience,35,0.1428571,28,7.1,3,$-bet,42,4,l
s23,experience,36,0.2,16,5.5,1,$-bet,30,4,l
s23,experience,37,0.1428571,28,6.9,3,$-bet,14,3,s
s23,experience,39,0.1428571,28,6.8,3,$-bet,21,2,m
s23,experience,41,0.8333333,2.4,1.9,5,p-bet,6,3,xs
s23,experience,42,0.8571429,4.7,3,6,p-bet,7,2,xs
s23,experience,43,0.8571429,4.7,3,6,p-bet,21,4,m
s23,experience,44,0.1428571,28,7,3,$-bet,42,4,l
s23,experience,45,0.2,16,3.7,1,$-bet,30,3,l
s23,experience,46,0.1428571,28,7.2,3,$-bet,7,4,xs
s23,experience,47,0.2,16,3.7,1,$-bet,10,3,s
s23,experience,48,0.16666667,12,3.1,2,$-bet,12,4,s
s23,experience,50,0.16666667,12,3.9,2,$-bet,18,3,m
s23,experience,51,0.8571429,4.7,3.1,6,p-bet,42,4,l
s23,experience,52,0.8,4,3.2,4,p-bet,10,4,s
s23,experience,53,0.8,4,3.2,4,p-bet,30,4,l
s23,experience,54,0.8,4,3,4,p-bet,30,4,l
s23,experience,55,0.16666667,12,3,2,$-bet,6,4,xs
s23,experience,58,0.1428571,28,6.9,3,$-bet,7,4,xs
s23,experience,60,0.16666667,12,3,2,$-bet,12,4,s
s23,experience,61,0.8333333,2.4,1.7,5,p-bet,18,5,m
s23,experience,62,0.8333333,2.4,0.7,5,p-bet,18,4,m
s23,experience,63,0.2,16,4,1,$-bet,15,4,m
s23,experience,64,0.8571429,4.7,3.9,6,p-bet,42,3,l
s23,experience,65,0.8,4,3,4,p-bet,15,4,m
s23,experience,67,0.8,4,3,4,p-bet,5,4,xs
s23,experience,70,0.8571429,4.7,3,6,p-bet,14,4,s
s23,experience,71,0.8333333,2.4,1.8,5,p-bet,18,3,m
s23,experience,72,0.16666667,12,3,2,$-bet,6,4,xs
s23,experience,73,0.8,4,3,4,p-bet,10,4,s
s23,experience,74,0.2,16,4,1,$-bet,30,3,l
s23,experience,75,0.8,4,3,4,p-bet,15,4,m
s23,experience,76,0.8571429,4.7,3.2,6,p-bet,7,3,xs
s23,experience,77,0.1428571,28,7,3,$-bet,7,4,xs
s23,experience,79,0.8333333,2.4,1.9,5,p-bet,36,4,l
s23,experience,80,0.1428571,28,6.9,3,$-bet,14,4,s
s23,experience,81,0.8571429,4.7,3.1,6,p-bet,14,4,s
s23,experience,82,0.1428571,28,6,3,$-bet,21,3,m
s23,experience,83,0.16666667,12,3,2,$-bet,6,5,xs
s23,experience,87,0.8333333,2.4,1.8,5,p-bet,12,4,s
s23,experience,88,0.2,16,4,1,$-bet,5,4,xs
s23,experience,90,0.16666667,12,3,2,$-bet,36,4,l
s23,description,1,0.833,2.4,2,5,p-bet,,1,--
s23,description,2,0.833,2.4,2,5,p-bet,,2,--
s23,description,3,0.143,28,7,3,$-bet,,2,--
s23,description,4,0.8,4,3,4,p-bet,,3,--
s23,description,5,0.167,12,3,2,$-bet,,3,--
s23,description,6,0.167,12,3,2,$-bet,,3,--
s23,description,7,0.857,4.7,1.8,6,p-bet,,3,--
s23,description,8,0.8,4,3,4,p-bet,,3,--
s23,description,9,0.167,12,3,2,$-bet,,3,--
s23,description,10,0.2,16,4,1,$-bet,,4,--
s23,description,11,0.2,16,4,1,$-bet,,4,--
s23,description,12,0.833,2.4,1.8,5,p-bet,,4,--
s23,description,13,0.143,28,7,3,$-bet,,3,--
s23,description,14,0.8,4,3,4,p-bet,,3,--
s23,description,15,0.857,4.7,3,6,p-bet,,4,--
s23,description,16,0.143,28,7,3,$-bet,,3,--
s23,description,17,0.857,4.7,3,6,p-bet,,3,--
s23,description,18,0.2,16,3.8,1,$-bet,,4,--
s24,experience,1,0.8333333,2.4,2.1,5,p-bet,18,6,m
s24,experience,2,0.8333333,2.4,2,5,p-bet,6,5,xs
s24,experience,3,0.2,16,0.8,1,$-bet,30,5,l
s24,experience,4,0.8,4,2.2,4,p-bet,5,5,xs
s24,experience,5,0.8571429,4.7,4,6,p-bet,42,5,l
s24,experience,6,0.2,16,0.8,1,$-bet,30,5,l
s24,experience,7,0.8333333,2.4,2.1,5,p-bet,18,5,m
s24,experience,8,0.1428571,28,10,3,$-bet,42,4,l
s24,experience,9,0.8,4,4,4,p-bet,15,4,m
s24,experience,10,0.8333333,2.4,2.4,5,p-bet,36,5,l
s24,experience,11,0.8,4,4,4,p-bet,10,5,s
s24,experience,12,0.2,16,5,1,$-bet,10,4,s
s24,experience,13,0.1428571,28,6,3,$-bet,14,4,s
s24,experience,14,0.16666667,12,2,2,$-bet,36,5,l
s24,experience,16,0.8571429,4.7,3,6,p-bet,7,4,xs
s24,experience,18,0.16666667,12,3.6,2,$-bet,36,5,l
s24,experience,19,0.8333333,2.4,1.2,5,p-bet,12,5,s
s24,experience,20,0.8333333,2.4,1.1,5,p-bet,36,5,l
s24,experience,24,0.8,4,2,4,p-bet,30,5,l
s24,experience,25,0.16666667,12,3,2,$-bet,12,4,s
s24,experience,26,0.1428571,28,6,3,$-bet,14,4,s
s24,experience,27,0.2,16,4,1,$-bet,15,4,m
s24,experience,29,0.8571429,4.7,2.3,6,p-bet,7,4,xs
s24,experience,31,0.1428571,28,3,3,$-bet,14,4,s
s24,experience,32,0.8333333,2.4,1.2,5,p-bet,6,4,xs
s24,experience,33,0.16666667,12,2.2,2,$-bet,18,4,m
s24,experience,34,0.8,4,3.2,4,p-bet,30,4,l
s24,experience,35,0.2,16,6,1,$-bet,30,5,l
s24,experience,36,0.1428571,28,3.4,3,$-bet,21,4,m
s24,experience,37,0.1428571,28,3.2,3,$-bet,21,5,m
s24,experience,38,0.1428571,28,2,3,$-bet,42,5,l
s24,experience,39,0.16666667,12,2.3,2,$-bet,12,4,s
s24,experience,40,0.8571429,4.7,2.1,6,p-bet,14,5,s
s24,experience,41,0.8333333,2.4,1.2,5,p-bet,18,5,m
s24,experience,42,0.1428571,28,0.1,3,$-bet,7,4,xs
s24,experience,43,0.8,4,1.8,4,p-bet,15,5,m
s24,experience,44,0.16666667,12,2.8,2,$-bet,36,5,l
s24,experience,46,0.8333333,2.4,1.1,5,p-bet,6,4,xs
s24,experience,47,0.8571429,4.7,1.9,6,p-bet,14,4,s
s24,experience,48,0.8571429,4.7,3.8,6,p-bet,21,4,m
s24,experience,49,0.1428571,28,2,3,$-bet,7,4,xs
s24,experience,50,0.1428571,28,1.2,3,$-bet,7,4,xs
s24,experience,51,0.8,4,2.8,4,p-bet,5,5,xs
s24,experience,52,0.8,4,2.8,4,p-bet,10,5,s
s24,experience,53,0.8333333,2.4,1.1,5,p-bet,36,4,l
s24,experience,54,0.16666667,12,2,2,$-bet,6,4,xs
s24,experience,55,0.16666667,12,1.1,2,$-bet,18,5,m
s24,experience,56,0.16666667,12,1.2,2,$-bet,12,5,s
s24,experience,57,0.8571429,4.7,3.2,6,p-bet,42,5,l
s24,experience,58,0.8,4,3,4,p-bet,5,5,xs
s24,experience,59,0.8571429,4.7,2.6,6,p-bet,42,5,l
s24,experience,61,0.8,4,1,4,p-bet,30,5,l
s24,experience,62,0.8571429,4.7,1.1,6,p-bet,21,5,m
s24,experience,63,0.1428571,28,2,3,$-bet,21,5,m
s24,experience,64,0.2,16,5,1,$-bet,5,5,xs
s24,experience,65,0.16666667,12,2,2,$-bet,6,5,xs
s24,experience,66,0.8333333,2.4,1.2,5,p-bet,12,5,s
s24,experience,68,0.8,4,2,4,p-bet,10,5,s
s24,experience,69,0.2,16,4,1,$-bet,10,5,s
s24,experience,72,0.8,4,1,4,p-bet,15,5,m
s24,experience,73,0.16666667,12,0.7,2,$-bet,18,5,m
s24,experience,75,0.1428571,28,0.1,3,$-bet,42,5,l
s24,experience,76,0.8571429,4.7,1.6,6,p-bet,14,5,s
s24,experience,78,0.2,16,2.1,1,$-bet,10,5,s
s24,experience,79,0.8571429,4.7,1.2,6,p-bet,21,5,m
s24,experience,80,0.8571429,4.7,1.1,6,p-bet,7,5,xs
s24,experience,81,0.2,16,0.1,1,$-bet,5,5,xs
s24,experience,82,0.2,16,0.1,1,$-bet,5,5,xs
s24,experience,85,0.8333333,2.4,1,5,p-bet,12,5,s
s24,experience,87,0.16666667,12,3.2,2,$-bet,6,5,xs
s24,experience,88,0.2,16,1.8,1,$-bet,15,5,m
s24,experience,90,0.2,16,2,1,$-bet,15,5,m
s24,description,1,0.857,4.7,2.3,6,p-bet,,5,--
s24,description,2,0.833,2.4,1.2,5,p-bet,,5,--
s24,description,3,0.143,28,1,3,$-bet,,5,--
s24,description,4,0.857,4.7,3.2,6,p-bet,,5,--
s24,description,5,0.8,4,2,4,p-bet,,5,--
s24,description,6,0.8,4,2,4,p-bet,,5,--
s24,description,7,0.2,16,1.5,1,$-bet,,5,--
s24,description,8,0.2,16,2.3,1,$-bet,,5,--
s24,description,9,0.167,12,1,2,$-bet,,5,--
s24,description,10,0.833,2.4,2,5,p-bet,,5,--
s24,description,11,0.8,4,3,4,p-bet,,5,--
s24,description,12,0.167,12,1,2,$-bet,,5,--
s24,description,13,0.857,4.7,3,6,p-bet,,5,--
s24,description,14,0.143,28,5,3,$-bet,,5,--
s24,description,15,0.143,28,4,3,$-bet,,5,--
s24,description,16,0.2,16,2,1,$-bet,,5,--
s24,description,17,0.833,2.4,1,5,p-bet,,5,--
s24,description,18,0.167,12,1.8,2,$-bet,,5,--
s25,experience,1,0.16666667,12,4.5,2,$-bet,36,2,l
s25,experience,3,0.8571429,4.7,4.5,6,p-bet,21,5,m
s25,experience,4,0.16666667,12,4,2,$-bet,36,3,l
s25,experience,5,0.1428571,28,10,3,$-bet,14,2,s
s25,experience,6,0.8,4,3.5,4,p-bet,30,5,l
s25,experience,9,0.8,4,3.5,4,p-bet,15,4,m
s25,experience,11,0.16666667,12,4.5,2,$-bet,12,4,s
s25,experience,12,0.1428571,28,10,3,$-bet,7,2,xs
s25,experience,13,0.8,4,3.3,4,p-bet,10,4,s
s25,experience,15,0.1428571,28,10,3,$-bet,14,2,s
s25,experience,17,0.16666667,12,4.7,2,$-bet,12,4,s
s25,experience,18,0.1428571,28,5,3,$-bet,42,2,l
s25,experience,19,0.1428571,28,6,3,$-bet,21,2,m
s25,experience,20,0.8,4,3.4,4,p-bet,10,5,s
s25,experience,21,0.2,16,5,1,$-bet,15,4,m
s25,experience,22,0.8571429,4.7,4.3,6,p-bet,7,5,xs
s25,experience,23,0.8,4,3.5,4,p-bet,30,5,l
s25,experience,24,0.16666667,12,4,2,$-bet,12,3,s
s25,experience,26,0.16666667,12,4,2,$-bet,18,3,m
s25,experience,27,0.8333333,2.4,1,5,p-bet,18,3,m
s25,experience,28,0.8333333,2.4,1.9,5,p-bet,6,4,xs
s25,experience,29,0.8,4,2.5,4,p-bet,15,3,m
s25,experience,30,0.1428571,28,7.5,3,$-bet,42,1,l
s25,experience,31,0.2,16,5,1,$-bet,30,2,l
s25,experience,32,0.8571429,4.7,4,6,p-bet,14,4,s
s25,experience,33,0.16666667,12,4,2,$-bet,18,3,m
s25,experience,34,0.8,4,3.4,4,p-bet,5,3,xs
s25,experience,36,0.8571429,4.7,4,6,p-bet,7,3,xs
s25,experience,37,0.16666667,12,5,2,$-bet,6,2,xs
s25,experience,39,0.2,16,6,1,$-bet,5,2,xs
s25,experience,41,0.16666667,12,5,2,$-bet,18,2,m
s25,experience,42,0.16666667,12,4,2,$-bet,6,2,xs
s25,experience,43,0.8333333,2.4,2,5,p-bet,6,4,xs
s25,experience,44,0.8571429,4.7,4.3,6,p-bet,42,4,l
s25,experience,47,0.8,4,3,4,p-bet,5,2,xs
s25,experience,48,0.8333333,2.4,2,5,p-bet,12,4,s
s25,experience,49,0.2,16,6,1,$-bet,15,2,m
s25,experience,50,0.2,16,6,1,$-bet,15,2,m
s25,experience,51,0.2,16,5,1,$-bet,30,2,l
s25,experience,52,0.1428571,28,10,3,$-bet,7,1,xs
s25,experience,53,0.8333333,2.4,2.2,5,p-bet,36,5,l
s25,experience,54,0.2,16,5,1,$-bet,10,1,s
s25,experience,55,0.8,4,3.5,4,p-bet,10,5,s
s25,experience,56,0.8,4,3.5,4,p-bet,30,5,l
s25,experience,57,0.8571429,4.7,4,6,p-bet,42,4,l
s25,experience,58,0.1428571,28,7,3,$-bet,14,1,s
s25,experience,59,0.8333333,2.4,2,5,p-bet,18,5,m
s25,experience,60,0.8,4,2.5,4,p-bet,15,3,m
s25,experience,61,0.8,4,2.2,4,p-bet,5,2,xs
s25,experience,62,0.8333333,2.4,2,5,p-bet,6,4,xs
s25,experience,63,0.8333333,2.4,2,5,p-bet,36,5,l
s25,experience,64,0.8571429,4.7,4,6,p-bet,42,4,l
s25,experience,66,0.2,16,5,1,$-bet,5,3,xs
s25,experience,67,0.1428571,28,7,3,$-bet,7,2,xs
s25,experience,69,0.8333333,2.4,2,5,p-bet,12,3,s
s25,experience,70,0.2,16,6,1,$-bet,10,2,s
s25,experience,71,0.16666667,12,4,2,$-bet,6,2,xs
s25,experience,72,0.8333333,2.4,2,5,p-bet,18,4,m
s25,experience,73,0.2,16,4,1,$-bet,30,2,l
s25,experience,74,0.1428571,28,8,3,$-bet,21,2,m
s25,experience,75,0.8571429,4.7,3,6,p-bet,7,3,xs
s25,experience,77,0.1428571,28,8,3,$-bet,21,2,m
s25,experience,78,0.1428571,28,8,3,$-bet,42,2,l
s25,experience,79,0.8333333,2.4,2,5,p-bet,36,5,l
s25,experience,80,0.2,16,6,1,$-bet,10,2,s
s25,experience,81,0.2,16,6,1,$-bet,5,3,xs
s25,experience,82,0.16666667,12,3.5,2,$-bet,36,2,l
s25,experience,84,0.8571429,4.7,4,6,p-bet,14,4,s
s25,experience,86,0.8333333,2.4,2,5,p-bet,12,4,s
s25,experience,87,0.8571429,4.7,4,6,p-bet,21,4,m
s25,experience,88,0.8571429,4.7,4,6,p-bet,14,4,s
s25,experience,89,0.8571429,4.7,4,6,p-bet,21,4,m
s25,description,1,0.2,16,4,1,$-bet,,2,--
s25,description,2,0.143,28,8,3,$-bet,,2,--
s25,description,3,0.167,12,3.5,2,$-bet,,2,--
s25,description,4,0.8,4,3.5,4,p-bet,,4,--
s25,description,5,0.167,12,4,2,$-bet,,3,--
s25,description,6,0.2,16,4,1,$-bet,,3,--
s25,description,7,0.2,16,4,1,$-bet,,3,--
s25,description,8,0.8,4,3,4,p-bet,,4,--
s25,description,9,0.857,4.7,4.2,6,p-bet,,4,--
s25,description,10,0.143,28,8,3,$-bet,,2,--
s25,description,11,0.143,28,8,3,$-bet,,1,--
s25,description,12,0.833,2.4,2,5,p-bet,,4,--
s25,description,13,0.833,2.4,2,5,p-bet,,4,--
s25,description,14,0.833,2.4,2,5,p-bet,,4,--
s25,description,15,0.8,4,3.2,4,p-bet,,4,--
s25,description,16,0.167,12,3.5,2,$-bet,,2,--
s25,description,17,0.857,4.7,4.2,6,p-bet,,4,--
s25,description,18,0.857,4.7,4.2,6,p-bet,,4,--
s26,experience,2,0.8333333,2.4,0.4,5,p-bet,12,5,s
s26,experience,3,0.8571429,4.7,4,6,p-bet,7,5,xs
s26,experience,4,0.1428571,28,4,3,$-bet,14,6,s
s26,experience,5,0.1428571,28,4,3,$-bet,14,6,s
s26,experience,7,0.8333333,2.4,2,5,p-bet,6,6,xs
s26,experience,9,0.8,4,3.2,4,p-bet,5,6,xs
s26,experience,10,0.1428571,28,4,3,$-bet,14,6,s
s26,experience,11,0.8,4,3.2,4,p-bet,10,6,s
s26,experience,12,0.2,16,3.2,1,$-bet,5,6,xs
s26,experience,13,0.16666667,12,2,2,$-bet,6,6,xs
s26,experience,14,0.8,4,3.2,4,p-bet,30,5,l
s26,experience,15,0.8571429,4.7,4.1,6,p-bet,14,4,s
s26,experience,16,0.16666667,12,2,2,$-bet,12,6,s
s26,experience,17,0.8571429,4.7,3.3,6,p-bet,14,5,s
s26,experience,18,0.1428571,28,4,3,$-bet,7,6,xs
s26,experience,19,0.8,4,3.2,4,p-bet,10,6,s
s26,experience,20,0.8571429,4.7,4,6,p-bet,14,5,s
s26,experience,21,0.2,16,1.6,1,$-bet,10,6,s
s26,experience,22,0.8,4,2.8,4,p-bet,10,6,s
s26,experience,23,0.8333333,2.4,1.9,5,p-bet,18,5,m
s26,experience,24,0.16666667,12,2,2,$-bet,12,6,s
s26,experience,26,0.8,4,3.2,4,p-bet,30,6,l
s26,experience,27,0.8571429,4.7,4,6,p-bet,21,6,m
s26,experience,28,0.1428571,28,4,3,$-bet,42,6,l
s26,experience,30,0.2,16,3.2,1,$-bet,15,6,m
s26,experience,31,0.8333333,2.4,2,5,p-bet,18,6,m
s26,experience,32,0.8,4,3.2,4,p-bet,15,6,m
s26,experience,33,0.8,4,3.2,4,p-bet,5,6,xs
s26,experience,34,0.2,16,3.2,1,$-bet,15,6,m
s26,experience,35,0.8571429,4.7,4,6,p-bet,21,6,m
s26,experience,37,0.8571429,4.7,4,6,p-bet,7,6,xs
s26,experience,38,0.1428571,28,4,3,$-bet,7,6,xs
s26,experience,39,0.8571429,4.7,4,6,p-bet,7,6,xs
s26,experience,41,0.2,16,2.4,1,$-bet,10,6,s
s26,experience,42,0.8333333,2.4,2,5,p-bet,12,6,s
s26,experience,43,0.2,16,3.2,1,$-bet,30,6,l
s26,experience,44,0.8333333,2.4,2,5,p-bet,36,6,l
s26,experience,46,0.1428571,28,0.5,3,$-bet,42,4,l
s26,experience,49,0.16666667,12,2,2,$-bet,18,6,m
s26,experience,50,0.2,16,3.2,1,$-bet,5,6,xs
s26,experience,51,0.8,4,2.8,4,p-bet,15,6,m
s26,experience,53,0.8333333,2.4,2,5,p-bet,36,6,l
s26,experience,54,0.8333333,2.4,2,5,p-bet,6,6,xs
s26,experience,55,0.16666667,12,2,2,$-bet,36,6,l
s26,experience,56,0.8571429,4.7,4,6,p-bet,42,6,l
s26,experience,57,0.16666667,12,2,2,$-bet,36,6,l
s26,experience,59,0.8571429,4.7,4,6,p-bet,42,6,l
s26,experience,60,0.8333333,2.4,2,5,p-bet,18,6,m
s26,experience,61,0.2,16,3.2,1,$-bet,5,6,xs
s26,experience,62,0.16666667,12,2,2,$-bet,6,6,xs
s26,experience,63,0.2,16,3.2,1,$-bet,10,6,s
s26,experience,65,0.8571429,4.7,4,6,p-bet,21,6,m
s26,experience,66,0.8333333,2.4,2,5,p-bet,6,6,xs
s26,experience,67,0.8571429,4.7,4,6,p-bet,42,6,l
s26,experience,68,0.2,16,3.2,1,$-bet,15,6,m
s26,experience,72,0.8333333,2.4,2,5,p-bet,12,6,s
s26,experience,73,0.8,4,3.2,4,p-bet,15,6,m
s26,experience,74,0.16666667,12,2,2,$-bet,18,6,m
s26,experience,75,0.2,16,3.2,1,$-bet,30,6,l
s26,experience,76,0.1428571,28,4,3,$-bet,21,6,m
s26,experience,77,0.8,4,3.2,4,p-bet,30,6,l
s26,experience,78,0.16666667,12,2,2,$-bet,6,6,xs
s26,experience,79,0.8333333,2.4,2,5,p-bet,36,4,l
s26,experience,80,0.16666667,12,2,2,$-bet,12,6,s
s26,experience,82,0.16666667,12,1.8,2,$-bet,18,3,m
s26,experience,83,0.1428571,28,4,3,$-bet,21,6,m
s26,experience,84,0.8,4,3.2,4,p-bet,5,6,xs
s26,experience,85,0.1428571,28,4,3,$-bet,7,6,xs
s26,experience,86,0.1428571,28,4,3,$-bet,21,6,m
s26,experience,87,0.16666667,12,2,2,$-bet,36,6,l
s26,experience,89,0.1428571,28,4,3,$-bet,42,6,l
s26,experience,90,0.2,16,2.7,1,$-bet,30,6,l
s26,description,1,0.143,28,4.5,3,$-bet,,5,--
s26,description,2,0.2,16,3.2,1,$-bet,,6,--
