id,condition,trial,gambleid,gambletype,gamblep,gamblex,samplesizecat,samplesize,value,confidence
s45,description,12,6,p-bet,0.857,4.7,--,,4.2,4
s45,description,13,5,p-bet,0.833,2.4,--,,2,4
s45,description,14,6,p-bet,0.857,4.7,--,,4.2,4
s45,description,15,4,p-bet,0.8,4,--,,3.5,4
s45,description,16,2,$-bet,0.167,12,--,,4,3
s45,description,17,2,$-bet,0.167,12,--,,4,4
s45,description,18,3,$-bet,0.143,28,--,,7,5
s46,experience,1,4,p-bet,0.8,4,m,15,2,3
s46,experience,2,5,p-bet,0.8333333,2.4,l,36,1.2,4
s46,experience,3,1,$-bet,0.2,16,m,15,8,4
s46,experience,4,3,$-bet,0.1428571,28,l,42,18,4
s46,experience,5,5,p-bet,0.8333333,2.4,l,36,1.5,4
s46,experience,7,1,$-bet,0.2,16,s,10,10,4
s46,experience,8,2,$-bet,0.16666667,12,m,18,9,4
s46,experience,9,3,$-bet,0.1428571,28,l,42,22,5
s46,experience,10,3,$-bet,0.1428571,28,m,21,20,5
s46,experience,11,1,$-bet,0.2,16,m,15,10,5
s46,experience,14,6,p-bet,0.8571429,4.7,s,14,3,5
s46,experience,15,5,p-bet,0.8333333,2.4,s,12,2,5
s46,experience,16,4,p-bet,0.8,4,xs,5,3,4
s46,experience,17,6,p-bet,0.8571429,4.7,l,42,4.5,5
s46,experience,18,3,$-bet,0.1428571,28,xs,7,20,4
s46,experience,19,2,$-bet,0.16666667,12,l,36,6,5
s46,experience,20,2,$-bet,0.16666667,12,l,36,5.9,4
s46,experience,21,4,p-bet,0.8,4,s,10,2,5
s46,experience,22,5,p-bet,0.8333333,2.4,l,36,1.5,6
s46,experience,24,5,p-bet,0.8333333,2.4,s,12,1.8,4
s46,experience,25,3,$-bet,0.1428571,28,m,21,20,5
s46,experience,26,3,$-bet,0.1428571,28,m,21,20,5
s46,experience,27,2,$-bet,0.16666667,12,xs,6,7,5
s46,experience,28,5,p-bet,0.8333333,2.4,m,18,2,5
s46,experience,30,3,$-bet,0.1428571,28,xs,7,20,6
s46,experience,31,6,p-bet,0.8571429,4.7,xs,7,4,5
s46,experience,32,1,$-bet,0.2,16,xs,5,14,5
s46,experience,33,2,$-bet,0.16666667,12,xs,6,9,6
s46,experience,34,4,p-bet,0.8,4,xs,5,3,5
s46,experience,37,2,$-bet,0.16666667,12,xs,6,7,5
s46,experience,38,1,$-bet,0.2,16,xs,5,10,6
s46,experience,39,2,$-bet,0.16666667,12,m,18,9.9,5
s46,experience,40,1,$-bet,0.2,16,s,10,12,5
s46,experience,41,1,$-bet,0.2,16,l,30,11,5
s46,experience,42,4,p-bet,0.8,4,l,30,3.5,6
s46,experience,43,5,p-bet,0.8333333,2.4,m,18,2,5
s46,experience,44,1,$-bet,0.2,16,m,15,12,5
s46,experience,45,6,p-bet,0.8571429,4.7,s,14,4.3,5
s46,experience,46,3,$-bet,0.1428571,28,s,14,22,5
s46,experience,47,1,$-bet,0.2,16,l,30,12,6
s46,experience,49,6,p-bet,0.8571429,4.7,m,21,4.5,6
s46,experience,50,4,p-bet,0.8,4,l,30,3.5,6
s46,experience,52,6,p-bet,0.8571429,4.7,xs,7,2.8,5
s46,experience,53,4,p-bet,0.8,4,xs,5,2.5,6
s46,experience,54,3,$-bet,0.1428571,28,xs,7,20,5
s46,experience,55,6,p-bet,0.8571429,4.7,l,42,4.6,6
s46,experience,56,6,p-bet,0.8571429,4.7,xs,7,3.5,5
s46,experience,57,4,p-bet,0.8,4,m,15,3,6
s46,experience,58,5,p-bet,0.8333333,2.4,m,18,2,5
s46,experience,59,5,p-bet,0.8333333,2.4,xs,6,2.3,5
s46,experience,60,1,$-bet,0.2,16,xs,5,8,6
s46,experience,61,6,p-bet,0.8571429,4.7,s,14,4,5
s46,experience,62,1,$-bet,0.2,16,s,10,9,5
s46,experience,63,6,p-bet,0.8571429,4.7,m,21,4,5
s46,experience,65,4,p-bet,0.8,4,s,10,3,5
s46,experience,67,4,p-bet,0.8,4,s,10,3,5
s46,experience,68,2,$-bet,0.16666667,12,m,18,7,5
s46,experience,69,4,p-bet,0.8,4,l,30,3.5,6
s46,experience,70,4,p-bet,0.8,4,m,15,3.3,5
s46,experience,73,5,p-bet,0.8333333,2.4,xs,6,2,5
s46,experience,74,6,p-bet,0.8571429,4.7,m,21,4,5
s46,experience,75,2,$-bet,0.16666667,12,l,36,6,5
s46,experience,77,2,$-bet,0.16666667,12,s,12,7,5
s46,experience,78,3,$-bet,0.1428571,28,s,14,15,4
s46,experience,79,3,$-bet,0.1428571,28,s,14,18,4
s46,experience,81,3,$-bet,0.1428571,28,l,42,20,5
s46,experience,82,5,p-bet,0.8333333,2.4,xs,6,2,5
s46,experience,83,6,p-bet,0.8571429,4.7,l,42,4.5,6
s46,experience,85,5,p-bet,0.8333333,2.4,s,12,2,5
s46,experience,86,2,$-bet,0.16666667,12,s,12,6,5
s46,experience,88,2,$-bet,0.16666667,12,s,12,7,5
s46,experience,90,1,$-bet,0.2,16,l,30,12,5
s46,description,1,1,$-bet,0.2,16,--,,8,5
s46,description,2,5,p-bet,0.833,2.4,--,,2,5
s46,description,3,1,$-bet,0.2,16,--,,7,5
s46,description,4,4,p-bet,0.8,4,--,,3,5
s46,description,5,3,$-bet,0.143,28,--,,15,5
s46,description,6,5,p-bet,0.833,2.4,--,,2.1,5
s46,description,7,4,p-bet,0.8,4,--,,3.7,5
s46,description,8,3,$-bet,0.143,28,--,,15,5
s46,description,9,3,$-bet,0.143,28,--,,15,5
s46,description,10,2,$-bet,0.167,12,--,,7,5
s46,description,11,6,p-bet,0.857,4.7,--,,4,5
s46,description,12,2,$-bet,0.167,12,--,,6,5
s46,description,13,6,p-bet,0.857,4.7,--,,4.3,5
s46,description,14,2,$-bet,0.167,12,--,,5,5
s46,description,15,5,p-bet,0.833,2.4,--,,2.1,5
s46,description,16,1,$-bet,0.2,16,--,,7,5
s46,description,17,4,p-bet,0.8,4,--,,3,4
s46,description,18,6,p-bet,0.857,4.7,--,,4,5
s47,experience,1,5,p-bet,0.8333333,2.4,l,36,0.5,5
s47,experience,2,3,$-bet,0.1428571,28,l,42,10,3
s47,experience,3,4,p-bet,0.8,4,l,30,0.1,6
s47,experience,4,4,p-bet,0.8,4,xs,5,0.1,5
s47,experience,5,6,p-bet,0.8571429,4.7,m,21,1,4
s47,experience,6,5,p-bet,0.8333333,2.4,xs,6,0.9,3
s47,experience,7,1,$-bet,0.2,16,m,15,16,4
s47,experience,8,1,$-bet,0.2,16,s,10,12,2
s47,experience,9,2,$-bet,0.16666667,12,m,18,6,4
s47,experience,10,1,$-bet,0.2,16,m,15,12,4
s47,experience,11,3,$-bet,0.1428571,28,xs,7,15,3
s47,experience,12,5,p-bet,0.8333333,2.4,m,18,0.1,6
s47,experience,13,6,p-bet,0.8571429,4.7,m,21,0.1,5
s47,experience,14,6,p-bet,0.8571429,4.7,xs,7,0.1,5
s47,experience,15,2,$-bet,0.16666667,12,xs,6,8,4
s47,experience,16,2,$-bet,0.16666667,12,m,18,5,4
s47,experience,18,6,p-bet,0.8571429,4.7,xs,7,0.8,4
s47,experience,19,2,$-bet,0.16666667,12,l,36,5,3
s47,experience,20,5,p-bet,0.8333333,2.4,l,36,0.5,4
s47,experience,21,3,$-bet,0.1428571,28,s,14,20,4
s47,experience,22,1,$-bet,0.2,16,xs,5,8,5
s47,experience,23,2,$-bet,0.16666667,12,xs,6,6,6
s47,experience,25,2,$-bet,0.16666667,12,xs,6,4,3
s47,experience,26,6,p-bet,0.8571429,4.7,l,42,0.1,6
s47,experience,27,1,$-bet,0.2,16,s,10,4,4
s47,experience,28,2,$-bet,0.16666667,12,m,18,5,4
s47,experience,29,4,p-bet,0.8,4,s,10,0.4,5
s47,experience,30,2,$-bet,0.16666667,12,l,36,8,5
s47,experience,31,4,p-bet,0.8,4,s,10,0.4,4
s47,experience,32,5,p-bet,0.8333333,2.4,s,12,0.1,6
s47,experience,35,4,p-bet,0.8,4,xs,5,0.2,5
s47,experience,36,4,p-bet,0.8,4,l,30,0.5,6
s47,experience,37,1,$-bet,0.2,16,l,30,10,5
s47,experience,38,2,$-bet,0.16666667,12,s,12,10,6
s47,experience,39,4,p-bet,0.8,4,m,15,1,4
s47,experience,41,3,$-bet,0.1428571,28,s,14,20,5
s47,experience,42,5,p-bet,0.8333333,2.4,s,12,0.8,2
s47,experience,44,4,p-bet,0.8,4,m,15,3,5
s47,experience,45,6,p-bet,0.8571429,4.7,l,42,4,6
s47,experience,46,6,p-bet,0.8571429,4.7,s,14,4.5,6
s47,experience,49,4,p-bet,0.8,4,s,10,1,4
s47,experience,50,1,$-bet,0.2,16,l,30,14,4
s47,experience,51,5,p-bet,0.8333333,2.4,xs,6,1,3
s47,experience,52,5,p-bet,0.8333333,2.4,xs,6,0.2,4
s47,experience,53,6,p-bet,0.8571429,4.7,s,14,4.7,5
s47,experience,54,3,$-bet,0.1428571,28,l,42,20,6
s47,experience,55,3,$-bet,0.1428571,28,m,21,20,5
s47,experience,56,3,$-bet,0.1428571,28,s,14,15,4
s47,experience,57,1,$-bet,0.2,16,l,30,8,4
s47,experience,59,6,p-bet,0.8571429,4.7,m,21,0.8,4
s47,experience,60,6,p-bet,0.8571429,4.7,l,42,0.2,5
s47,experience,61,1,$-bet,0.2,16,m,15,5,4
s47,experience,62,5,p-bet,0.8333333,2.4,m,18,0.5,4
s47,experience,63,6,p-bet,0.8571429,4.7,s,14,0.9,2
s47,experience,64,1,$-bet,0.2,16,s,10,10,4
s47,experience,65,5,p-bet,0.8333333,2.4,l,36,2,5
s47,experience,67,4,p-bet,0.8,4,l,30,4,6
s47,experience,68,4,p-bet,0.8,4,m,15,3.5,5
s47,experience,69,3,$-bet,0.1428571,28,xs,7,20,5
s47,experience,70,3,$-bet,0.1428571,28,m,21,10,3
s47,experience,71,1,$-bet,0.2,16,xs,5,14,4
s47,experience,73,2,$-bet,0.16666667,12,s,12,9,5
s47,experience,74,6,p-bet,0.8571429,4.7,xs,7,4.7,6
s47,experience,75,3,$-bet,0.1428571,28,xs,7,20,6
s47,experience,79,4,p-bet,0.8,4,xs,5,0.1,5
s47,experience,80,3,$-bet,0.1428571,28,l,42,9,4
s47,experience,81,3,$-bet,0.1428571,28,m,21,5,4
s47,experience,83,2,$-bet,0.16666667,12,l,36,8,5
s47,experience,84,2,$-bet,0.16666667,12,s,12,5,4
s47,experience,87,5,p-bet,0.8333333,2.4,m,18,2,6
s47,experience,88,1,$-bet,0.2,16,xs,5,15,6
s47,experience,89,5,p-bet,0.8333333,2.4,s,12,0.5,5
s47,description,1,1,$-bet,0.2,16,--,,15,4
s47,description,2,1,$-bet,0.2,16,--,,10,4
s47,description,3,3,$-bet,0.143,28,--,,20,4
s47,description,4,5,p-bet,0.833,2.4,--,,2,5
s47,description,5,4,p-bet,0.8,4,--,,4,6
s47,description,6,6,p-bet,0.857,4.7,--,,4,6
s47,description,7,3,$-bet,0.143,28,--,,20,5
s47,description,8,1,$-bet,0.2,16,--,,10,4
s47,description,9,5,p-bet,0.833,2.4,--,,0.1,5
s47,description,10,4,p-bet,0.8,4,--,,0.1,5
s47,description,11,6,p-bet,0.857,4.7,--,,1,4
s47,description,12,6,p-bet,0.857,4.7,--,,0.5,4
s47,description,13,3,$-bet,0.143,28,--,,20,4
s47,description,14,4,p-bet,0.8,4,--,,0.4,4
s47,description,15,5,p-bet,0.833,2.4,--,,0.8,4
s47,description,16,2,$-bet,0.167,12,--,,12,3
s47,description,17,2,$-bet,0.167,12,--,,10.1,4
s47,description,18,2,$-bet,0.167,12,--,,9,3
s48,experience,1,5,p-bet,0.8333333,2.4,m,18,1.5,5
s48,experience,4,4,p-bet,0.8,4,s,10,2,5
s48,experience,5,1,$-bet,0.2,16,l,30,6,5
s48,experience,6,2,$-bet,0.16666667,12,m,18,3,5
s48,experience,7,6,p-bet,0.8571429,4.7,m,21,4.5,6
s48,experience,8,4,p-bet,0.8,4,m,15,3.9,6
s48,experience,9,1,$-bet,0.2,16,m,15,4,5
s48,experience,10,1,$-bet,0.2,16,m,15,5,5
s48,experience,12,5,p-bet,0.8333333,2.4,m,18,2.3,5
s48,experience,13,6,p-bet,0.8571429,4.7,l,42,4.6,5
s48,experience,14,1,$-bet,0.2,16,s,10,3.5,4
s48,experience,15,1,$-bet,0.2,16,xs,5,2,3
s48,experience,16,3,$-bet,0.1428571,28,xs,7,20,3
s48,experience,18,5,p-bet,0.8333333,2.4,s,12,2.3,4
s48,experience,19,3,$-bet,0.1428571,28,m,21,12,3
s48,experience,20,5,p-bet,0.8333333,2.4,l,36,2.3,5
s48,experience,21,3,$-bet,0.1428571,28,m,21,8,4
s48,experience,22,4,p-bet,0.8,4,l,30,3.9,5
s48,experience,23,6,p-bet,0.8571429,4.7,xs,7,4.5,4
s48,experience,24,4,p-bet,0.8,4,l,30,3,3
s48,experience,25,6,p-bet,0.8571429,4.7,xs,7,4.6,6
s48,experience,26,5,p-bet,0.8333333,2.4,xs,6,2.3,6
s48,experience,27,3,$-bet,0.1428571,28,s,14,6,3
s48,experience,28,3,$-bet,0.1428571,28,s,14,5,3
s48,experience,29,3,$-bet,0.1428571,28,l,42,5,4
s48,experience,30,2,$-bet,0.16666667,12,s,12,5,4
s48,experience,31,2,$-bet,0.16666667,12,xs,6,3,4
s48,experience,32,2,$-bet,0.16666667,12,m,18,5,4
s48,experience,33,1,$-bet,0.2,16,s,10,6,4
s48,experience,36,4,p-bet,0.8,4,s,10,3.3,3
s48,experience,37,6,p-bet,0.8571429,4.7,l,42,4.6,5
s48,experience,38,1,$-bet,0.2,16,l,30,4,4
s48,experience,39,3,$-bet,0.1428571,28,xs,7,5,3
s48,experience,40,5,p-bet,0.8333333,2.4,s,12,2.2,4
s48,experience,42,4,p-bet,0.8,4,xs,5,2.6,4
s48,experience,43,6,p-bet,0.8571429,4.7,s,14,3.9,4
s48,experience,44,4,p-bet,0.8,4,xs,5,3.5,5
s48,experience,45,6,p-bet,0.8571429,4.7,m,21,4.3,4
s48,experience,47,5,p-bet,0.8333333,2.4,xs,6,2,4
s48,experience,48,2,$-bet,0.16666667,12,s,12,3,4
s48,experience,50,1,$-bet,0.2,16,xs,5,4,3
s48,experience,51,3,$-bet,0.1428571,28,s,14,6,4
s48,experience,52,5,p-bet,0.8333333,2.4,m,18,2,5
s48,experience,53,6,p-bet,0.8571429,4.7,xs,7,4.4,4
s48,experience,54,3,$-bet,0.1428571,28,l,42,5,4
s48,experience,55,5,p-bet,0.8333333,2.4,l,36,2.2,4
s48,experience,56,2,$-bet,0.16666667,12,xs,6,3,4
s48,experience,57,4,p-bet,0.8,4,xs,5,2.5,4
s48,experience,58,1,$-bet,0.2,16,m,15,4,4
s48,experience,60,5,p-bet,0.8333333,2.4,xs,6,2.3,5
s48,experience,61,6,p-bet,0.8571429,4.7,s,14,4.4,4
s48,experience,62,3,$-bet,0.1428571,28,l,42,6,4
s48,experience,63,2,$-bet,0.16666667,12,l,36,4,4
s48,experience,64,5,p-bet,0.8333333,2.4,l,36,2.2,5
s48,experience,65,4,p-bet,0.8,4,s,10,3.7,4
s48,experience,67,6,p-bet,0.8571429,4.7,m,21,4.2,4
s48,experience,68,3,$-bet,0.1428571,28,m,21,4,4
s48,experience,69,6,p-bet,0.8571429,4.7,l,42,4.4,4
s48,experience,73,2,$-bet,0.16666667,12,s,12,3,4
s48,experience,74,2,$-bet,0.16666667,12,xs,6,2.8,4
s48,experience,75,2,$-bet,0.16666667,12,l,36,3.8,5
s48,experience,76,4,p-bet,0.8,4,m,15,2,4
s48,experience,77,6,p-bet,0.8571429,4.7,s,14,4.3,4
s48,experience,78,2,$-bet,0.16666667,12,m,18,3,4
s48,experience,80,3,$-bet,0.1428571,28,xs,7,5,5
s48,experience,82,2,$-bet,0.16666667,12,l,36,6,5
s48,experience,83,4,p-bet,0.8,4,m,15,2.5,5
s48,experience,84,5,p-bet,0.8333333,2.4,s,12,2.1,5
s48,experience,85,4,p-bet,0.8,4,l,30,2.5,5
s48,experience,86,1,$-bet,0.2,16,s,10,4,5
s48,experience,87,1,$-bet,0.2,16,xs,5,10,5
s48,experience,88,1,$-bet,0.2,16,l,30,3.7,4
s48,description,1,1,$-bet,0.2,16,--,,4,5
s48,description,2,5,p-bet,0.833,2.4,--,,2,5
s48,description,3,5,p-bet,0.833,2.4,--,,2,5
s48,description,4,2,$-bet,0.167,12,--,,3,4
s48,description,5,2,$-bet,0.167,12,--,,3,4
s48,description,6,1,$-bet,0.2,16,--,,4,4
s48,description,7,2,$-bet,0.167,12,--,,2,5
s48,description,8,1,$-bet,0.2,16,--,,4,5
s48,description,9,6,p-bet,0.857,4.7,--,,4.4,5
s48,description,10,3,$-bet,0.143,28,--,,5,4
s48,description,11,6,p-bet,0.857,4.7,--,,4.4,5
s48,description,12,4,p-bet,0.8,4,--,,3,5
s48,description,13,6,p-bet,0.857,4.7,--,,4.4,5
s48,description,14,3,$-bet,0.143,28,--,,5,5
s48,description,15,4,p-bet,0.8,4,--,,3,5
s48,description,16,5,p-bet,0.833,2.4,--,,2.1,5
s48,description,17,4,p-bet,0.8,4,--,,3,5
s48,description,18,3,$-bet,0.143,28,--,,5,4
s49,experience,1,6,p-bet,0.8571429,4.7,l,42,3,6
s49,experience,2,2,$-bet,0.16666667,12,l,36,2,5
s49,experience,3,6,p-bet,0.8571429,4.7,m,21,3,6
s49,experience,4,1,$-bet,0.2,16,m,15,6,6
s49,experience,5,1,$-bet,0.2,16,l,30,1.4,6
s49,experience,6,5,p-bet,0.8333333,2.4,l,36,1.5,6
s49,experience,7,3,$-bet,0.1428571,28,l,42,5,6
s49,experience,8,5,p-bet,0.8333333,2.4,l,36,1.5,6
s49,experience,9,1,$-bet,0.2,16,s,10,10,6
s49,experience,10,6,p-bet,0.8571429,4.7,s,14,2.5,5
s49,experience,11,4,p-bet,0.8,4,xs,5,3.5,6
s49,experience,12,4,p-bet,0.8,4,l,30,3,6
s49,experience,15,2,$-bet,0.16666667,12,s,12,4,6
s49,experience,16,6,p-bet,0.8571429,4.7,l,42,4.5,6
s49,experience,20,2,$-bet,0.16666667,12,m,18,4.5,6
s49,experience,21,6,p-bet,0.8571429,4.7,m,21,3.5,6
s49,experience,22,3,$-bet,0.1428571,28,m,21,10,6
s49,experience,23,4,p-bet,0.8,4,l,30,2.2,6
s49,experience,24,3,$-bet,0.1428571,28,s,14,10.5,6
s49,experience,25,6,p-bet,0.8571429,4.7,s,14,3.1,6
s49,experience,26,2,$-bet,0.16666667,12,xs,6,2.3,6
s49,experience,27,2,$-bet,0.16666667,12,s,12,3.2,6
s49,experience,29,1,$-bet,0.2,16,l,30,8.5,6
s49,experience,30,5,p-bet,0.8333333,2.4,xs,6,1.5,6
s49,experience,32,2,$-bet,0.16666667,12,xs,6,6.5,6
s49,experience,33,5,p-bet,0.8333333,2.4,m,18,1,6
s49,experience,34,6,p-bet,0.8571429,4.7,s,14,2.4,6
s49,experience,37,4,p-bet,0.8,4,xs,5,3.3,6
s49,experience,38,3,$-bet,0.1428571,28,s,14,1.1,6
s49,experience,39,2,$-bet,0.16666667,12,s,12,2.5,6
s49,experience,41,1,$-bet,0.2,16,xs,5,5.5,6
s49,experience,43,4,p-bet,0.8,4,m,15,3.5,6
s49,experience,44,3,$-bet,0.1428571,28,s,14,10.5,6
s49,experience,46,4,p-bet,0.8,4,xs,5,3.1,6
s49,experience,47,6,p-bet,0.8571429,4.7,xs,7,4.1,6
s49,experience,48,3,$-bet,0.1428571,28,m,21,15.5,6
s49,experience,49,5,p-bet,0.8333333,2.4,m,18,1.1,6
s49,experience,50,5,p-bet,0.8333333,2.4,s,12,1,6
s49,experience,51,5,p-bet,0.8333333,2.4,l,36,2.1,6
s49,experience,52,5,p-bet,0.8333333,2.4,s,12,1.1,6
s49,experience,53,3,$-bet,0.1428571,28,xs,7,20.2,6
s49,experience,54,5,p-bet,0.8333333,2.4,s,12,1.8,6
s49,experience,55,1,$-bet,0.2,16,l,30,5.5,6
s49,experience,56,5,p-bet,0.8333333,2.4,m,18,0.9,6
s49,experience,57,5,p-bet,0.8333333,2.4,xs,6,0.9,6
s49,experience,58,3,$-bet,0.1428571,28,xs,7,18.8,6
s49,experience,59,6,p-bet,0.8571429,4.7,l,42,4.1,6
s49,experience,60,1,$-bet,0.2,16,s,10,12.5,6
s49,experience,61,2,$-bet,0.16666667,12,xs,6,7.6,6
s49,experience,62,3,$-bet,0.1428571,28,xs,7,18.5,6
s49,experience,63,6,p-bet,0.8571429,4.7,xs,7,3.5,6
s49,experience,66,1,$-bet,0.2,16,xs,5,9.6,6
s49,experience,67,1,$-bet,0.2,16,m,15,8.9,6
s49,experience,68,2,$-bet,0.16666667,12,l,36,8.4,6
s49,experience,69,4,p-bet,0.8,4,m,15,1.5,6
s49,experience,70,2,$-bet,0.16666667,12,m,18,4,6
s49,experience,71,3,$-bet,0.1428571,28,l,42,19.9,6
s49,experience,72,4,p-bet,0.8,4,l,30,2.9,6
s49,experience,73,6,p-bet,0.8571429,4.7,m,21,4.1,6
s49,experience,75,1,$-bet,0.2,16,xs,5,5.5,6
s49,experience,76,2,$-bet,0.16666667,12,l,36,8.8,6
s49,experience,77,4,p-bet,0.8,4,s,10,3,6
s49,experience,78,6,p-bet,0.8571429,4.7,xs,7,3.2,6
s49,experience,80,3,$-bet,0.1428571,28,m,21,10.5,6
s49,experience,81,2,$-bet,0.16666667,12,m,18,6.8,6
s49,experience,82,4,p-bet,0.8,4,s,10,3.4,6
s49,experience,83,5,p-bet,0.8333333,2.4,xs,6,0.5,6
s49,experience,84,4,p-bet,0.8,4,s,10,1.5,6
s49,experience,85,4,p-bet,0.8,4,m,15,1.3,6
s49,experience,86,1,$-bet,0.2,16,s,10,14.7,6
s49,experience,88,3,$-bet,0.1428571,28,l,42,20,6
s49,experience,89,1,$-bet,0.2,16,m,15,7,6
s49,description,1,3,$-bet,0.143,28,--,,9,5
s49,description,2,2,$-bet,0.167,12,--,,9.1,6
s49,description,3,6,p-bet,0.857,4.7,--,,2,6
s49,description,4,5,p-bet,0.833,2.4,--,,1.1,6
s49,description,5,4,p-bet,0.8,4,--,,3.4,5
s49,description,6,1,$-bet,0.2,16,--,,11.4,6
s49,description,7,6,p-bet,0.857,4.7,--,,2.5,6
s49,description,8,2,$-bet,0.167,12,--,,6.8,5
s49,description,9,4,p-bet,0.8,4,--,,3,6
s49,description,10,5,p-bet,0.833,2.4,--,,1.2,6
s49,description,11,1,$-bet,0.2,16,--,,13.5,6
s49,description,12,4,p-bet,0.8,4,--,,2.3,6
s49,description,13,3,$-bet,0.143,28,--,,15.6,5
s49,description,14,2,$-bet,0.167,12,--,,5.6,6
s49,description,15,6,p-bet,0.857,4.7,--,,2.7,6
s49,description,16,5,p-bet,0.833,2.4,--,,0.5,6
s49,description,17,3,$-bet,0.143,28,--,,10,6
s49,description,18,1,$-bet,0.2,16,--,,8.5,6
s50,experience,1,2,$-bet,0.16666667,12,m,18,2.4,3
s50,experience,2,2,$-bet,0.16666667,12,l,36,1.8,4
s50,experience,4,5,p-bet,0.8333333,2.4,s,12,2,3
s50,experience,6,1,$-bet,0.2,16,s,10,4,3
s50,experience,7,3,$-bet,0.1428571,28,m,21,4.5,2
s50,experience,8,4,p-bet,0.8,4,l,30,3,3
s50,experience,9,3,$-bet,0.1428571,28,xs,7,4.8,3
s50,experience,10,1,$-bet,0.2,16,l,30,3.2,1
s50,experience,11,1,$-bet,0.2,16,m,15,4,3
s50,experience,12,5,p-bet,0.8333333,2.4,s,12,1.9,3
s50,experience,13,4,p-bet,0.8,4,l,30,1,3
s50,experience,14,5,p-bet,0.8333333,2.4,xs,6,0.8,0
s50,experience,15,2,$-bet,0.16666667,12,m,18,2.4,2
s50,experience,18,5,p-bet,0.8333333,2.4,l,36,2,4
s50,experience,19,5,p-bet,0.8333333,2.4,m,18,2,4
s50,experience,20,5,p-bet,0.8333333,2.4,xs,6,2,5
s50,experience,21,3,$-bet,0.1428571,28,l,42,4,4
s50,experience,24,1,$-bet,0.2,16,m,15,3.2,3
s50,experience,25,6,p-bet,0.8571429,4.7,l,42,4,2
s50,experience,28,3,$-bet,0.1428571,28,xs,7,4,5
s50,experience,29,2,$-bet,0.16666667,12,l,36,2,3
s50,experience,30,2,$-bet,0.16666667,12,m,18,2,3
s50,experience,32,6,p-bet,0.8571429,4.7,s,14,4,3
s50,experience,33,4,p-bet,0.8,4,xs,5,3.2,4
s50,experience,34,6,p-bet,0.8571429,4.7,m,21,4,3
s50,experience,35,4,p-bet,0.8,4,m,15,3,1
s50,experience,36,3,$-bet,0.1428571,28,l,42,4,3
s50,experience,38,6,p-bet,0.8571429,4.7,l,42,4.2,3
s50,experience,40,6,p-bet,0.8571429,4.7,xs,7,4,3
s50,experience,41,2,$-bet,0.16666667,12,xs,6,2,3
s50,experience,42,3,$-bet,0.1428571,28,m,21,4,4
s50,experience,43,3,$-bet,0.1428571,28,xs,7,4,5
s50,experience,44,4,p-bet,0.8,4,m,15,3.3,1
s50,experience,45,3,$-bet,0.1428571,28,s,14,4,5
s50,experience,46,5,p-bet,0.8333333,2.4,l,36,2,3
s50,experience,47,1,$-bet,0.2,16,xs,5,3.2,2
s50,experience,48,2,$-bet,0.16666667,12,s,12,2,3
s50,experience,49,4,p-bet,0.8,4,s,10,3.2,4
s50,experience,51,4,p-bet,0.8,4,xs,5,3.2,4
s50,experience,52,1,$-bet,0.2,16,s,10,3.2,0
s50,experience,53,4,p-bet,0.8,4,s,10,3.2,4
s50,experience,54,4,p-bet,0.8,4,xs,5,3.2,4
s50,experience,56,4,p-bet,0.8,4,m,15,3.2,5
s50,experience,57,2,$-bet,0.16666667,12,s,12,2,3
s50,experience,58,6,p-bet,0.8571429,4.7,xs,7,4,3
s50,experience,59,6,p-bet,0.8571429,4.7,xs,7,4,3
s50,experience,60,5,p-bet,0.8333333,2.4,m,18,2.1,2
s50,experience,61,1,$-bet,0.2,16,l,30,3.2,3
s50,experience,62,3,$-bet,0.1428571,28,m,21,4,5
s50,experience,63,2,$-bet,0.16666667,12,l,36,2,5
s50,experience,64,6,p-bet,0.8571429,4.7,s,14,4,3
s50,experience,65,5,p-bet,0.8333333,2.4,l,36,2,4
s50,experience,66,3,$-bet,0.1428571,28,l,42,4.8,2
s50,experience,67,6,p-bet,0.8571429,4.7,l,42,4,3
s50,experience,68,6,p-bet,0.8571429,4.7,m,21,4,3
s50,experience,70,2,$-bet,0.16666667,12,s,12,2,4
s50,experience,71,4,p-bet,0.8,4,s,10,3.2,5
s50,experience,73,3,$-bet,0.1428571,28,s,14,4,4
s50,experience,74,4,p-bet,0.8,4,l,30,3.2,4
s50,experience,75,6,p-bet,0.8571429,4.7,m,21,4,3
s50,experience,76,1,$-bet,0.2,16,s,10,3.2,4
s50,experience,77,5,p-bet,0.8333333,2.4,s,12,2,3
s50,experience,78,3,$-bet,0.1428571,28,s,14,4,3
s50,experience,81,1,$-bet,0.2,16,xs,5,3.2,3
s50,experience,82,1,$-bet,0.2,16,m,15,3.2,5
s50,experience,83,1,$-bet,0.2,16,l,30,3.2,3
s50,experience,84,1,$-bet,0.2,16,xs,5,3.2,5
s50,experience,85,6,p-bet,0.8571429,4.7,s,14,4,3
s50,experience,86,5,p-bet,0.8333333,2.4,xs,6,2,4
s50,experience,87,2,$-bet,0.16666667,12,xs,6,2,1
s50,experience,88,2,$-bet,0.16666667,12,xs,6,2,4
s50,experience,89,5,p-bet,0.8333333,2.4,m,18,2,4
s50,description,1,3,$-bet,0.143,28,--,,4,1
s50,description,2,4,p-bet,0.8,4,--,,3.2,3
s50,description,3,1,$-bet,0.2,16,--,,3.2,3
s50,description,4,1,$-bet,0.2,16,--,,3.2,3
