id,condition,trial,gambleid,gambletype,gamblep,gamblex,samplesizecat,samplesize,value,confidence
s78,experience,56,6,p-bet,0.8571429,4.7,l,42,4.5,4
s78,experience,57,2,$-bet,0.16666667,12,xs,6,3,2
s78,experience,58,2,$-bet,0.16666667,12,xs,6,3,3
s78,experience,59,1,$-bet,0.2,16,s,10,4,3
s78,experience,60,5,p-bet,0.8333333,2.4,s,12,2,3
s78,experience,62,3,$-bet,0.1428571,28,l,42,3,4
s78,experience,64,1,$-bet,0.2,16,l,30,3,2
s78,experience,66,1,$-bet,0.2,16,l,30,3,3
s78,experience,67,3,$-bet,0.1428571,28,l,42,6,1
s78,experience,68,2,$-bet,0.16666667,12,s,12,4,2
s78,experience,69,1,$-bet,0.2,16,m,15,3,2
s78,experience,70,4,p-bet,0.8,4,m,15,1,2
s78,experience,72,4,p-bet,0.8,4,l,30,3,3
s78,experience,73,6,p-bet,0.8571429,4.7,l,42,4,2
s78,experience,74,2,$-bet,0.16666667,12,m,18,3,2
s78,experience,75,5,p-bet,0.8333333,2.4,s,12,1.5,2
s78,experience,76,5,p-bet,0.8333333,2.4,xs,6,1,2
s78,experience,77,4,p-bet,0.8,4,l,30,2,2
s78,experience,78,1,$-bet,0.2,16,m,15,3,2
s78,experience,81,2,$-bet,0.16666667,12,l,36,2,3
s78,experience,82,3,$-bet,0.1428571,28,m,21,5,3
s78,experience,83,2,$-bet,0.16666667,12,m,18,3,3
s78,experience,84,6,p-bet,0.8571429,4.7,s,14,3.5,3
s78,experience,85,2,$-bet,0.16666667,12,s,12,2,2
s78,experience,86,4,p-bet,0.8,4,s,10,2,2
s78,experience,87,6,p-bet,0.8571429,4.7,xs,7,3,2
s78,experience,88,6,p-bet,0.8571429,4.7,xs,7,3.5,3
s78,description,1,4,p-bet,0.8,4,--,,3.5,3
s78,description,2,4,p-bet,0.8,4,--,,3.5,2
s78,description,3,5,p-bet,0.833,2.4,--,,2.2,3
s78,description,4,6,p-bet,0.857,4.7,--,,4.5,2
s78,description,5,3,$-bet,0.143,28,--,,2,0
s78,description,6,3,$-bet,0.143,28,--,,3,0
s78,description,7,6,p-bet,0.857,4.7,--,,4,2
s78,description,8,6,p-bet,0.857,4.7,--,,4,2
s78,description,9,2,$-bet,0.167,12,--,,3,1
s78,description,10,3,$-bet,0.143,28,--,,5,1
s78,description,11,4,p-bet,0.8,4,--,,3,3
s78,description,12,5,p-bet,0.833,2.4,--,,2,3
s78,description,13,1,$-bet,0.2,16,--,,3,1
s78,description,14,2,$-bet,0.167,12,--,,3,2
s78,description,15,1,$-bet,0.2,16,--,,2,2
s78,description,16,2,$-bet,0.167,12,--,,2,1
s78,description,17,1,$-bet,0.2,16,--,,3,1
s78,description,18,5,p-bet,0.833,2.4,--,,2,3
s79,experience,2,5,p-bet,0.8333333,2.4,m,18,2,5
s79,experience,3,4,p-bet,0.8,4,l,30,3,5
s79,experience,4,6,p-bet,0.8571429,4.7,s,14,4,5
s79,experience,5,6,p-bet,0.8571429,4.7,xs,7,4.1,5
s79,experience,6,6,p-bet,0.8571429,4.7,xs,7,4,5
s79,experience,7,2,$-bet,0.16666667,12,xs,6,2.1,5
s79,experience,8,2,$-bet,0.16666667,12,s,12,2.1,5
s79,experience,9,5,p-bet,0.8333333,2.4,l,36,0.7,3
s79,experience,10,4,p-bet,0.8,4,l,30,3,4
s79,experience,11,3,$-bet,0.1428571,28,s,14,4,4
s79,experience,12,2,$-bet,0.16666667,12,m,18,2.1,5
s79,experience,13,6,p-bet,0.8571429,4.7,l,42,3,2
s79,experience,15,1,$-bet,0.2,16,m,15,3.5,4
s79,experience,16,5,p-bet,0.8333333,2.4,xs,6,2.1,5
s79,experience,17,2,$-bet,0.16666667,12,s,12,2.1,5
s79,experience,18,3,$-bet,0.1428571,28,m,21,6,2
s79,experience,19,2,$-bet,0.16666667,12,xs,6,2.1,5
s79,experience,20,3,$-bet,0.1428571,28,l,42,6,2
s79,experience,21,2,$-bet,0.16666667,12,l,36,2.1,6
s79,experience,25,4,p-bet,0.8,4,m,15,3.8,4
s79,experience,27,3,$-bet,0.1428571,28,m,21,5,3
s79,experience,28,4,p-bet,0.8,4,xs,5,3.3,4
s79,experience,29,1,$-bet,0.2,16,l,30,3.3,4
s79,experience,31,2,$-bet,0.16666667,12,m,18,2.1,5
s79,experience,32,6,p-bet,0.8571429,4.7,m,21,3.5,2
s79,experience,33,4,p-bet,0.8,4,s,10,0.8,5
s79,experience,34,2,$-bet,0.16666667,12,s,12,2.1,5
s79,experience,35,3,$-bet,0.1428571,28,xs,7,4.1,6
s79,experience,36,1,$-bet,0.2,16,s,10,3.2,5
s79,experience,37,2,$-bet,0.16666667,12,xs,6,2.1,5
s79,experience,38,3,$-bet,0.1428571,28,s,14,4.1,6
s79,experience,39,1,$-bet,0.2,16,l,30,3.3,5
s79,experience,40,6,p-bet,0.8571429,4.7,m,21,3.8,3
s79,experience,42,5,p-bet,0.8333333,2.4,l,36,1.9,3
s79,experience,44,1,$-bet,0.2,16,xs,5,13,1
s79,experience,45,1,$-bet,0.2,16,xs,5,3.5,5
s79,experience,46,6,p-bet,0.8571429,4.7,l,42,3.9,3
s79,experience,47,3,$-bet,0.1428571,28,s,14,4.1,5
s79,experience,48,3,$-bet,0.1428571,28,m,21,3,4
s79,experience,49,4,p-bet,0.8,4,l,30,3.3,5
s79,experience,50,3,$-bet,0.1428571,28,xs,7,4.1,6
s79,experience,51,4,p-bet,0.8,4,m,15,3.1,3
s79,experience,52,1,$-bet,0.2,16,m,15,3.1,3
s79,experience,53,6,p-bet,0.8571429,4.7,xs,7,4,3
s79,experience,54,2,$-bet,0.16666667,12,l,36,2.1,6
s79,experience,55,5,p-bet,0.8333333,2.4,m,18,2.1,6
s79,experience,56,2,$-bet,0.16666667,12,m,18,2.1,6
s79,experience,58,5,p-bet,0.8333333,2.4,s,12,2.1,6
s79,experience,59,3,$-bet,0.1428571,28,xs,7,4.1,6
s79,experience,60,5,p-bet,0.8333333,2.4,m,18,2.1,6
s79,experience,61,3,$-bet,0.1428571,28,l,42,5,5
s79,experience,62,5,p-bet,0.8333333,2.4,l,36,2.1,3
s79,experience,63,1,$-bet,0.2,16,m,15,3.1,4
s79,experience,65,4,p-bet,0.8,4,xs,5,3.3,5
s79,experience,66,1,$-bet,0.2,16,s,10,3.3,4
s79,experience,67,4,p-bet,0.8,4,s,10,3.3,4
s79,experience,68,6,p-bet,0.8571429,4.7,s,14,4.1,3
s79,experience,70,1,$-bet,0.2,16,l,30,3.4,3
s79,experience,71,1,$-bet,0.2,16,xs,5,3.3,4
s79,experience,72,1,$-bet,0.2,16,s,10,3.3,4
s79,experience,73,4,p-bet,0.8,4,xs,5,3.3,4
s79,experience,74,5,p-bet,0.8333333,2.4,xs,6,2.1,4
s79,experience,75,5,p-bet,0.8333333,2.4,xs,6,2.1,5
s79,experience,76,4,p-bet,0.8,4,m,15,3.3,4
s79,experience,79,6,p-bet,0.8571429,4.7,m,21,4.1,1
s79,experience,80,3,$-bet,0.1428571,28,l,42,4.1,2
s79,experience,81,6,p-bet,0.8571429,4.7,l,42,4,3
s79,experience,82,4,p-bet,0.8,4,s,10,3.3,5
s79,experience,83,5,p-bet,0.8333333,2.4,s,12,2.1,5
s79,experience,84,5,p-bet,0.8333333,2.4,s,12,1.9,3
s79,experience,87,2,$-bet,0.16666667,12,l,36,2.1,3
s79,experience,89,6,p-bet,0.8571429,4.7,s,14,4,3
s79,description,1,5,p-bet,0.833,2.4,--,,2,4
s79,description,2,5,p-bet,0.833,2.4,--,,2,3
s79,description,3,3,$-bet,0.143,28,--,,3,3
s79,description,4,1,$-bet,0.2,16,--,,3,3
s79,description,5,4,p-bet,0.8,4,--,,3.3,3
s79,description,6,1,$-bet,0.2,16,--,,4,3
s79,description,7,4,p-bet,0.8,4,--,,3.3,3
s79,description,8,6,p-bet,0.857,4.7,--,,4,3
s79,description,9,5,p-bet,0.833,2.4,--,,2,3
s79,description,10,2,$-bet,0.167,12,--,,2,3
s79,description,11,3,$-bet,0.143,28,--,,3,3
s79,description,12,6,p-bet,0.857,4.7,--,,4,3
s79,description,13,1,$-bet,0.2,16,--,,3,3
s79,description,14,6,p-bet,0.857,4.7,--,,4.1,3
s79,description,15,2,$-bet,0.167,12,--,,2,3
s79,description,16,3,$-bet,0.143,28,--,,3.5,3
s79,description,17,2,$-bet,0.167,12,--,,2,3
s79,description,18,4,p-bet,0.8,4,--,,3.2,3
s80,experience,1,4,p-bet,0.8,4,m,15,2,4
s80,experience,3,4,p-bet,0.8,4,xs,5,3.5,5
s80,experience,4,5,p-bet,0.8333333,2.4,l,36,2.3,5
s80,experience,5,3,$-bet,0.1428571,28,xs,7,9,4
s80,experience,6,1,$-bet,0.2,16,l,30,5,4
s80,experience,7,2,$-bet,0.16666667,12,m,18,1.9,5
s80,experience,8,3,$-bet,0.1428571,28,s,14,9.5,4
s80,experience,10,5,p-bet,0.8333333,2.4,m,18,2.1,4
s80,experience,11,6,p-bet,0.8571429,4.7,m,21,4.4,4
s80,experience,12,4,p-bet,0.8,4,m,15,3.4,4
s80,experience,14,6,p-bet,0.8571429,4.7,l,42,4.2,5
s80,experience,15,6,p-bet,0.8571429,4.7,xs,7,2.9,4
s80,experience,16,2,$-bet,0.16666667,12,xs,6,3,2
s80,experience,17,1,$-bet,0.2,16,l,30,4.5,5
s80,experience,18,2,$-bet,0.16666667,12,l,36,2.2,5
s80,experience,19,1,$-bet,0.2,16,xs,5,5.3,2
s80,experience,20,5,p-bet,0.8333333,2.4,s,12,1.6,5
s80,experience,21,6,p-bet,0.8571429,4.7,s,14,3.9,3
s80,experience,22,4,p-bet,0.8,4,s,10,2.6,2
s80,experience,24,2,$-bet,0.16666667,12,s,12,3,3
s80,experience,26,1,$-bet,0.2,16,s,10,4.1,3
s80,experience,28,4,p-bet,0.8,4,m,15,3.1,4
s80,experience,29,1,$-bet,0.2,16,m,15,5.5,4
s80,experience,30,1,$-bet,0.2,16,s,10,3.9,3
s80,experience,32,2,$-bet,0.16666667,12,xs,6,2.8,1
s80,experience,33,4,p-bet,0.8,4,l,30,3.2,5
s80,experience,34,2,$-bet,0.16666667,12,xs,6,2.1,1
s80,experience,35,1,$-bet,0.2,16,xs,5,3.2,1
s80,experience,36,4,p-bet,0.8,4,s,10,2.1,4
s80,experience,37,1,$-bet,0.2,16,xs,5,3.5,2
s80,experience,38,1,$-bet,0.2,16,l,30,2.4,4
s80,experience,39,6,p-bet,0.8571429,4.7,m,21,4,5
s80,experience,40,4,p-bet,0.8,4,xs,5,1.5,2
s80,experience,41,2,$-bet,0.16666667,12,s,12,2.9,4
s80,experience,42,5,p-bet,0.8333333,2.4,m,18,1.5,5
s80,experience,43,4,p-bet,0.8,4,l,30,2.3,4
s80,experience,44,4,p-bet,0.8,4,xs,5,1.1,1
s80,experience,45,2,$-bet,0.16666667,12,m,18,3.2,5
s80,experience,47,5,p-bet,0.8333333,2.4,l,36,1.5,4
s80,experience,48,3,$-bet,0.1428571,28,xs,7,6.8,1
s80,experience,49,2,$-bet,0.16666667,12,l,36,2.3,5
s80,experience,50,3,$-bet,0.1428571,28,m,21,4.5,5
s80,experience,51,3,$-bet,0.1428571,28,s,14,5,3
s80,experience,52,5,p-bet,0.8333333,2.4,m,18,1.9,5
s80,experience,53,2,$-bet,0.16666667,12,s,12,3.1,4
s80,experience,54,5,p-bet,0.8333333,2.4,s,12,1.2,3
s80,experience,55,6,p-bet,0.8571429,4.7,s,14,3.8,4
s80,experience,57,5,p-bet,0.8333333,2.4,xs,6,0.9,1
s80,experience,58,2,$-bet,0.16666667,12,m,18,3.4,4
s80,experience,59,4,p-bet,0.8,4,l,30,3.6,5
s80,experience,60,3,$-bet,0.1428571,28,m,21,6.5,4
s80,experience,61,6,p-bet,0.8571429,4.7,m,21,4.1,4
s80,experience,63,6,p-bet,0.8571429,4.7,xs,7,1,2
s80,experience,65,3,$-bet,0.1428571,28,m,21,4.8,4
s80,experience,66,5,p-bet,0.8333333,2.4,xs,6,1.4,3
s80,experience,67,6,p-bet,0.8571429,4.7,l,42,4.1,4
s80,experience,68,2,$-bet,0.16666667,12,l,36,2.4,5
s80,experience,69,5,p-bet,0.8333333,2.4,xs,6,1.6,3
s80,experience,70,6,p-bet,0.8571429,4.7,xs,7,3.1,3
s80,experience,71,3,$-bet,0.1428571,28,s,14,4,3
s80,experience,73,6,p-bet,0.8571429,4.7,l,42,4.3,5
s80,experience,74,4,p-bet,0.8,4,s,10,2.9,3
s80,experience,76,3,$-bet,0.1428571,28,l,42,3,5
s80,experience,77,3,$-bet,0.1428571,28,l,42,3.5,5
s80,experience,78,3,$-bet,0.1428571,28,xs,7,2.1,2
s80,experience,79,3,$-bet,0.1428571,28,l,42,3.8,5
s80,experience,80,6,p-bet,0.8571429,4.7,s,14,4.2,4
s80,experience,81,5,p-bet,0.8333333,2.4,l,36,2,5
s80,experience,82,5,p-bet,0.8333333,2.4,s,12,1.9,4
s80,experience,84,1,$-bet,0.2,16,m,15,3,4
s80,experience,86,1,$-bet,0.2,16,m,15,3.2,2
s80,experience,89,1,$-bet,0.2,16,s,10,2.1,2
s80,description,1,6,p-bet,0.857,4.7,--,,4.2,5
s80,description,2,4,p-bet,0.8,4,--,,2.9,4
s80,description,3,4,p-bet,0.8,4,--,,3.9,4
s80,description,4,6,p-bet,0.857,4.7,--,,4,5
s80,description,5,2,$-bet,0.167,12,--,,1.9,4
s80,description,6,1,$-bet,0.2,16,--,,2.5,4
s80,description,7,5,p-bet,0.833,2.4,--,,2,5
s80,description,8,5,p-bet,0.833,2.4,--,,1.9,5
s80,description,9,1,$-bet,0.2,16,--,,3.4,4
s80,description,10,4,p-bet,0.8,4,--,,3,4
s80,description,11,5,p-bet,0.833,2.4,--,,1.9,5
s80,description,12,2,$-bet,0.167,12,--,,1.9,5
s80,description,13,6,p-bet,0.857,4.7,--,,4.1,5
s80,description,14,2,$-bet,0.167,12,--,,2,5
s80,description,15,3,$-bet,0.143,28,--,,4.1,5
s80,description,16,1,$-bet,0.2,16,--,,3.2,4
s80,description,17,3,$-bet,0.143,28,--,,4,5
s80,description,18,3,$-bet,0.143,28,--,,3.8,5
